20,5000,2,2500,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pop1,pop2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ind,Pop,locus1, ,locus2, ,locus3, ,locus4, ,locus5, ,locus6, ,locus7, ,locus8, ,locus9, ,locus10, ,locus11, ,locus12, ,locus13, ,locus14, ,locus15, ,locus16, ,locus17, ,locus18, ,locus19, ,locus20, 
"0495","pop1","495","495","506","504","500","508","506","505","504","499","498","502","506","506","502","500","506","505","505","498","496","504","496","495","498","504","500","494","499","502","496","492","501","494","491","498","497","494","496","501"
"0496","pop1","495","504","504","505","500","504","506","496","500","498","497","506","500","497","503","504","507","508","503","505","498","500","495","499","502","497","499","503","496","503","500","495","497","502","501","492","498","499","503","501"
"0497","pop1","495","498","509","500","509","501","506","506","495","500","496","504","507","503","500","501","497","505","496","491","500","505","495","493","499","502","494","494","500","491","499","498","500","492","493","494","498","502","502","503"
"0498","pop1","495","501","506","505","503","508","506","504","504","505","500","495","506","504","504","498","507","505","499","495","497","505","506","496","504","504","500","503","500","502","493","492","500","493","491","491","497","494","502","502"
"0499","pop1","495","497","502","506","501","510","506","506","505","496","505","501","507","507","502","500","508","498","505","498","502","496","494","494","503","503","500","502","501","492","500","502","500","497","496","502","499","494","505","496"
"0500","pop1","495","494","502","507","501","500","506","495","505","494","505","499","507","498","501","493","497","506","499","504","501","496","495","493","500","504","503","494","503","502","500","495","498","498","492","498","498","500","504","506"
"0501","pop1","497","502","506","509","502","500","506","501","505","500","499","500","500","498","503","503","506","499","503","498","498","497","497","495","498","504","499","502","500","496","500","497","496","505","491","495","499","501","504","504"
"0502","pop1","496","497","506","503","505","500","505","501","505","499","504","494","506","504","500","500","508","497","505","504","502","494","493","501","504","499","500","497","502","502","491","497","498","501","498","498","499","502","504","503"
"0503","pop1","496","504","504","498","508","510","506","504","506","509","497","506","506","501","503","501","506","509","505","494","502","504","495","493","496","501","500","508","499","502","501","492","498","491","493","502","498","497","505","504"
"0504","pop1","497","498","505","503","501","510","504","503","504","503","505","493","504","504","494","501","506","505","505","498","496","497","495","494","499","502","500","494","503","502","500","492","501","501","491","501","500","501","505","506"
"0505","pop1","497","497","509","498","509","503","506","506","495","504","503","498","500","502","497","497","504","506","498","494","503","498","495","495","499","499","499","501","503","502","496","496","501","494","493","499","496","497","502","501"
"0506","pop1","505","497","502","507","509","508","505","505","506","502","498","495","502","498","500","493","497","497","494","501","500","499","495","493","502","502","503","494","500","492","496","500","498","503","500","496","504","500","505","505"
"0507","pop1","496","498","506","503","507","507","500","503","509","503","505","501","506","506","499","504","498","499","499","494","501","502","492","492","496","501","502","497","500","502","496","493","499","495","492","495","499","500","502","502"
"0508","pop1","506","504","507","501","509","500","504","504","495","503","505","499","506","499","503","504","508","497","503","492","498","505","496","494","504","499","499","500","503","502","493","492","501","499","502","498","498","499","504","502"
"0509","pop1","495","504","499","505","501","506","505","500","506","506","496","501","506","500","500","498","507","504","495","495","497","507","497","502","503","501","500","501","503","501","493","497","501","495","500","501","496","500","505","502"
"0510","pop1","495","506","506","505","502","510","505","500","495","504","497","505","507","504","503","504","508","497","498","498","503","497","496","502","502","505","500","506","502","492","496","498","498","493","500","502","496","495","505","506"
"0511","pop1","495","506","506","509","502","508","506","505","506","494","501","494","506","507","494","501","507","508","495","506","502","497","496","494","503","503","500","500","501","502","500","500","500","491","493","502","499","494","505","504"
"0512","pop1","496","502","508","504","509","504","505","497","505","501","496","497","506","508","503","499","503","508","493","497","498","498","494","508","500","503","502","510","491","502","496","494","498","499","500","497","499","502","504","502"
"0513","pop1","496","497","502","505","498","508","504","504","505","496","499","501","506","500","504","494","505","500","496","493","502","496","495","495","503","499","499","498","491","502","496","493","503","494","500","496","499","493","503","503"
"0514","pop1","494","497","507","501","503","508","506","502","504","509","500","498","501","505","503","503","508","495","499","497","503","502","496","508","496","500","500","502","499","502","496","500","497","501","496","501","504","501","503","496"
"0515","pop1","496","494","504","500","509","503","504","505","502","501","496","503","508","498","503","494","507","506","504","495","501","499","509","494","504","502","500","503","500","493","493","499","498","500","496","491","498","499","504","506"
"0516","pop1","496","494","508","505","498","500","505","505","505","503","505","506","501","507","499","501","504","506","505","495","498","500","507","508","498","503","500","501","494","502","495","491","499","496","500","505","497","499","502","506"
"0517","pop1","505","506","509","507","502","502","505","500","493","505","500","502","506","503","499","504","506","506","503","494","503","498","509","502","500","500","502","494","500","502","496","500","498","493","504","504","499","500","504","501"
"0518","pop1","497","504","505","501","509","497","504","500","493","503","503","495","506","504","503","500","505","505","500","492","496","504","495","492","504","497","499","494","500","502","500","497","501","493","496","491","497","499","505","502"
"0519","pop1","496","506","503","503","502","508","495","503","501","500","501","495","506","502","503","500","503","506","491","501","503","497","506","496","503","503","494","498","499","500","493","492","500","497","493","492","500","494","502","503"
"0520","pop1","496","497","502","509","502","506","506","506","502","503","498","498","500","501","502","499","506","499","504","492","497","500","502","508","503","499","500","503","494","502","500","498","499","495","500","498","498","503","504","501"
"0521","pop1","497","506","504","505","502","500","495","497","496","500","496","493","506","506","500","504","507","506","498","493","498","499","496","496","504","499","500","503","500","502","494","493","500","501","501","498","499","492","504","504"
"0522","pop1","494","505","502","506","502","499","504","509","502","496","505","499","508","498","503","503","507","506","504","493","495","500","497","509","501","497","506","493","499","497","501","499","499","491","496","498","504","500","504","504"
"0523","pop1","497","506","508","504","509","505","505","497","506","501","496","496","501","507","502","497","497","509","505","492","501","496","506","493","504","503","496","500","501","497","491","492","499","496","497","493","497","503","504","503"
"0524","pop1","505","498","509","503","505","501","506","496","502","501","499","506","506","506","494","492","508","497","498","493","502","505","496","494","500","500","503","509","502","497","496","499","497","497","500","501","497","499","504","502"
"0525","pop1","495","504","507","500","502","503","504","500","505","494","497","500","507","497","503","500","504","496","492","492","496","504","495","494","500","504","510","508","499","492","496","495","501","499","495","494","498","499","505","496"
"0526","pop1","493","504","507","503","509","508","506","504","502","505","497","499","507","503","500","500","507","508","494","493","498","500","495","508","496","500","509","504","503","492","493","497","498","493","501","503","501","502","505","504"
"0527","pop1","495","506","505","503","502","497","505","500","495","503","496","499","502","502","503","504","497","499","494","494","498","499","495","504","500","506","501","503","499","503","494","495","499","493","500","499","500","493","505","503"
"0528","pop1","494","506","502","509","505","508","504","504","504","505","504","505","503","498","499","500","503","508","496","495","496","500","502","491","498","504","500","494","500","501","496","500","499","496","497","502","498","500","506","495"
"0529","pop1","495","494","502","509","498","507","504","496","504","494","499","501","508","500","498","498","497","506","499","494","496","500","509","501","498","500","500","503","503","492","496","494","501","499","502","494","499","499","504","503"
"0530","pop1","496","494","502","498","505","500","500","495","506","509","505","499","506","500","499","505","505","499","493","495","496","500","495","491","498","504","499","494","503","502","501","493","497","501","491","501","497","505","505","503"
"0531","pop1","495","498","504","505","498","502","506","504","493","493","496","505","502","503","505","493","505","496","499","493","496","504","509","493","498","500","501","503","496","503","494","498","500","499","500","502","496","498","504","500"
"0532","pop1","495","506","506","503","509","500","506","506","501","497","499","499","506","505","502","504","506","496","494","497","497","497","495","494","504","501","500","504","499","502","494","497","502","503","501","503","498","500","504","504"
"0533","pop1","495","496","504","499","503","501","497","496","502","505","504","498","501","507","495","500","508","506","491","501","499","505","496","494","504","495","499","503","499","499","493","497","504","494","500","498","498","504","502","506"
"0534","pop1","496","506","502","499","509","499","505","501","502","496","500","500","506","508","503","501","507","508","493","492","497","507","493","504","504","503","499","500","502","502","501","499","500","501","500","501","498","497","501","507"
"0535","pop1","498","499","506","509","509","506","506","495","502","505","506","494","507","497","502","503","506","502","505","506","498","498","494","502","500","504","500","503","502","492","500","500","496","504","502","495","496","499","505","504"
"0536","pop1","506","502","508","504","509","502","504","505","502","504","496","505","507","505","503","503","503","499","505","494","498","500","495","495","499","499","500","498","502","492","496","493","498","497","502","504","499","501","502","502"
"0537","pop1","496","492","504","500","501","500","500","510","495","509","499","506","506","505","500","498","504","495","500","495","501","502","494","493","496","504","500","501","491","492","492","498","497","491","500","497","504","503","502","506"
"0538","pop1","493","503","508","506","504","510","505","497","503","503","496","501","506","497","503","505","508","505","493","506","503","496","496","507","498","500","503","498","499","491","494","500","499","491","500","493","498","497","505","506"
"0539","pop1","495","506","506","504","502","503","498","497","503","500","496","504","507","504","494","497","508","497","496","498","498","500","507","494","500","504","499","494","500","502","496","497","500","499","492","498","498","502","505","502"
"0540","pop1","505","497","499","500","509","502","506","506","506","501","503","499","503","498","503","503","504","497","499","499","497","499","496","495","496","505","502","501","501","492","500","500","498","497","496","501","499","495","504","501"
"0541","pop1","496","506","509","499","509","508","504","501","501","503","497","498","504","498","495","494","508","506","492","492","502","496","496","495","496","500","496","500","503","502","501","492","504","503","500","496","500","501","505","504"
"0542","pop1","495","505","504","507","500","500","503","502","495","499","496","506","507","498","502","505","507","505","505","498","501","498","509","492","504","502","500","508","502","502","493","497","498","500","501","501","501","502","504","503"
"0543","pop1","495","494","506","498","500","507","506","504","502","504","500","501","508","499","500","497","507","509","499","498","498","500","497","509","498","503","500","510","502","504","496","500","498","497","493","498","499","503","505","506"
"0544","pop1","498","504","506","505","506","508","504","499","509","503","502","507","506","501","503","494","508","505","498","497","503","502","495","509","499","502","501","503","500","502","501","493","501","505","501","495","496","500","502","502"
"0545","pop1","495","505","508","504","500","508","504","505","504","496","496","505","500","500","502","504","508","505","493","495","502","496","509","493","500","503","494","494","503","501","494","498","497","497","493","502","496","497","505","505"
"0546","pop1","494","494","506","504","502","508","505","497","495","505","500","500","507","499","503","499","496","496","494","495","495","497","496","494","500","502","500","494","502","492","493","493","497","501","498","499","499","499","505","496"
"0547","pop1","495","497","508","505","502","502","504","504","503","500","503","506","504","504","502","494","508","504","494","493","503","500","495","494","498","502","500","510","501","498","500","500","498","500","501","492","498","500","505","504"
"0548","pop1","495","494","508","504","502","500","506","504","503","500","497","492","507","502","500","497","497","506","503","493","501","500","492","492","496","503","510","510","499","492","493","497","497","501","496","492","498","499","504","503"
"0549","pop1","493","497","500","503","503","503","506","503","505","509","503","501","506","500","503","493","504","505","503","496","498","500","495","504","504","503","495","499","500","502","500","500","498","500","500","494","497","501","505","501"
"0550","pop1","496","496","509","509","509","501","506","504","501","496","496","505","508","500","503","500","507","509","500","498","502","498","509","494","504","499","500","494","500","501","500","500","501","502","491","498","503","500","505","506"
"0551","pop1","494","498","506","507","502","501","497","497","495","504","505","506","507","498","502","500","504","499","499","491","495","497","494","499","496","504","500","494","503","501","501","492","493","504","500","500","498","492","505","504"
"0552","pop1","495","495","502","504","503","497","506","500","503","503","500","495","508","502","499","498","497","499","503","498","498","497","496","495","500","504","500","500","502","492","493","495","499","503","493","496","497","503","504","504"
"0553","pop1","495","496","509","507","499","500","505","500","506","493","496","506","506","506","500","500","497","506","496","495","503","495","496","509","504","499","500","500","494","503","493","491","502","493","497","493","503","493","504","504"
"0554","pop1","506","503","506","504","500","506","506","506","505","505","503","500","507","507","499","493","503","497","505","505","501","498","496","495","499","499","500","503","499","492","500","502","501","499","491","501","499","500","505","503"
"0555","pop1","495","496","506","507","509","502","506","500","500","497","496","493","506","503","503","500","508","497","498","495","502","497","509","493","496","501","496","500","491","502","496","497","502","492","497","499","499","502","505","505"
"0556","pop1","496","498","504","503","502","503","504","498","504","504","505","492","506","502","503","497","507","499","500","495","502","498","496","509","499","505","506","501","494","502","500","498","500","501","493","499","499","499","503","503"
"0557","pop1","495","496","504","505","505","501","495","507","506","505","504","506","502","497","503","498","506","505","494","492","504","505","502","502","500","504","500","494","503","492","496","500","501","503","501","499","497","497","504","504"
"0558","pop1","495","494","507","500","503","505","498","497","495","504","504","505","506","501","503","504","508","505","503","494","501","500","504","510","504","499","496","501","502","492","496","500","498","496","499","494","499","501","504","496"
"0559","pop1","505","498","498","505","503","500","506","497","495","493","500","494","508","503","500","494","508","506","493","492","497","497","509","509","498","504","500","500","491","492","499","495","498","491","500","495","498","502","504","504"
"0560","pop1","493","499","504","501","502","508","504","504","503","497","496","505","501","505","502","499","507","499","498","494","497","507","495","507","500","499","500","506","500","500","494","495","498","501","502","494","496","499","504","503"
"0561","pop1","506","503","502","505","501","508","506","504","505","500","499","499","502","509","492","493","508","496","499","493","498","500","509","502","499","499","495","494","502","492","500","493","496","503","491","504","499","504","505","504"
"0562","pop1","496","506","505","503","509","502","506","506","503","497","497","500","506","498","499","499","508","500","503","492","503","497","492","510","504","499","510","508","491","502","494","495","495","492","493","501","499","501","502","503"
"0563","pop1","495","495","504","503","508","510","506","504","504","500","499","500","501","504","502","501","505","505","495","491","502","498","496","493","503","502","510","494","502","492","493","493","497","501","492","499","500","505","502","506"
"0564","pop1","495","506","509","503","505","500","506","505","505","499","505","500","506","504","499","506","508","497","500","505","496","499","495","493","504","505","500","502","502","502","500","493","495","504","491","504","501","505","505","503"
"0565","pop1","496","494","506","506","509","505","506","504","495","495","496","504","506","508","503","499","498","506","505","493","501","502","491","504","498","499","500","494","500","502","496","498","502","499","496","501","496","493","504","504"
"0566","pop1","495","504","504","503","508","507","504","498","493","496","496","499","506","505","503","501","508","497","505","498","498","495","495","509","500","503","498","492","496","502","493","497","498","501","491","495","499","500","502","503"
"0567","pop1","505","497","507","507","502","500","504","505","506","500","496","503","502","504","498","497","508","505","492","501","497","500","493","493","499","499","502","501","494","502","501","493","495","493","493","503","496","501","504","501"
"0568","pop1","495","503","508","506","498","500","506","506","502","502","498","506","508","498","499","501","508","505","498","493","497","505","492","510","500","503","499","500","502","502","496","495","498","498","493","491","500","500","505","503"
"0569","pop1","504","507","502","502","509","507","505","509","493","505","504","499","504","505","503","497","508","499","494","492","496","499","496","492","504","502","506","494","500","503","501","500","501","505","491","498","498","498","505","506"
"0570","pop1","495","494","500","505","509","507","505","505","496","503","497","501","506","506","502","500","507","505","500","494","502","496","496","496","500","497","502","503","502","502","493","493","500","499","493","499","499","501","505","505"
"0571","pop1","496","494","503","503","503","508","506","505","506","493","496","495","506","506","503","505","507","505","500","495","498","497","504","508","498","503","500","506","501","497","501","492","497","497","493","501","497","501","505","502"
"0572","pop1","495","495","504","505","509","502","504","497","501","507","496","502","505","496","494","501","504","499","500","498","502","496","495","494","496","497","499","498","499","492","493","502","498","501","500","491","505","502","502","506"
"0573","pop1","495","494","504","504","503","504","504","503","494","500","497","497","507","497","498","501","507","497","496","498","501","500","496","494","499","505","499","497","503","502","496","496","497","499","500","493","499","501","505","503"
"0574","pop1","493","494","500","503","501","508","505","500","505","501","496","497","501","504","500","500","505","509","500","494","497","499","509","502","504","499","500","503","499","501","501","493","500","501","504","504","498","495","503","501"
"0575","pop1","498","504","508","504","500","507","504","507","504","496","496","501","506","499","503","494","507","506","494","494","496","505","495","494","503","503","500","494","491","504","501","500","498","502","499","495","499","504","504","503"
"0576","pop1","496","497","504","503","502","503","506","500","493","496","496","506","506","507","503","498","496","509","499","498","498","498","495","509","496","504","502","508","501","502","501","498","498","500","500","491","499","495","505","506"
"0577","pop1","496","496","506","500","502","505","505","495","502","505","496","499","507","504","498","497","508","496","496","498","497","500","495","495","498","505","506","494","500","496","494","498","497","505","493","501","497","503","504","503"
"0578","pop1","496","506","504","504","501","500","506","501","502","494","504","505","506","504","502","500","497","499","493","492","496","504","495","493","500","501","499","500","499","497","501","492","498","499","493","493","496","505","502","503"
"0579","pop1","493","496","499","507","503","508","505","495","495","505","505","494","506","507","500","501","506","495","494","497","498","499","496","494","500","500","502","510","503","492","498","498","498","500","493","498","498","500","504","501"
"0580","pop1","496","498","502","499","501","500","505","505","504","494","496","498","504","498","503","503","497","506","499","492","498","495","492","492","502","505","500","503","502","497","496","493","498","498","500","492","496","497","506","506"
"0581","pop1","506","506","500","500","502","508","505","500","506","505","499","492","506","502","498","496","508","496","505","495","497","500","495","507","504","504","495","510","503","502","496","500","500","500","499","494","496","500","504","502"
"0582","pop1","496","497","498","505","502","501","506","503","503","497","500","495","507","502","500","494","497","499","495","495","501","497","496","497","503","499","500","502","500","494","493","497","498","497","501","504","496","501","502","503"
"0583","pop1","495","497","504","509","505","508","506","500","504","507","499","502","507","497","500","492","498","505","505","497","503","498","506","496","499","501","503","491","494","502","500","493","498","500","501","498","503","500","503","503"
"0584","pop1","496","494","502","506","509","505","505","505","493","497","496","499","503","498","494","497","503","505","498","498","502","497","509","507","496","505","500","501","503","504","493","497","499","499","500","491","498","499","504","504"
"0585","pop1","493","506","498","505","509","508","506","504","505","503","496","497","507","507","500","501","508","504","494","492","502","498","495","505","503","499","497","503","499","500","501","495","497","491","493","492","497","495","500","501"
"0586","pop1","496","506","502","506","509","507","505","500","503","494","498","502","506","502","504","498","498","509","499","493","499","505","509","493","498","504","500","493","503","492","501","500","497","501","496","501","498","500","505","501"
"0587","pop1","495","495","506","498","508","508","505","503","506","498","500","502","506","504","503","493","498","506","498","495","495","505","507","493","504","502","500","502","496","502","494","500","499","504","491","499","499","501","505","502"
"0588","pop1","495","494","505","503","502","508","506","505","504","500","499","499","508","501","499","499","506","505","504","492","496","500","509","494","504","502","496","494","494","492","500","493","497","497","500","498","498","499","503","501"
"0589","pop1","496","496","502","507","498","502","505","505","504","496","499","500","500","498","503","494","506","505","499","506","502","497","496","507","500","502","500","497","500","502","496","493","501","495","496","492","500","500","505","502"
"0590","pop1","494","504","498","505","502","510","505","500","504","509","504","497","506","502","499","493","497","497","499","496","498","499","495","493","503","499","499","510","500","501","500","495","502","503","500","501","496","501","504","502"
"0591","pop1","494","492","508","498","502","503","506","506","505","509","496","500","506","497","500","497","497","497","500","500","503","498","496","491","498","502","499","500","503","491","493","498","501","499","500","499","496","496","505","502"
"0592","pop1","496","505","504","509","498","504","506","495","505","496","500","506","502","499","503","492","507","497","500","494","500","499","509","491","496","499","500","506","494","501","496","492","497","504","500","499","504","500","505","503"
"0593","pop1","496","498","498","499","508","497","504","496","495","503","492","506","506","501","503","504","496","496","498","493","496","500","495","492","496","500","501","508","491","502","500","495","498","497","501","499","499","499","496","501"
"0594","pop1","495","506","506","504","500","508","504","510","507","503","496","500","506","504","494","493","508","497","495","501","496","500","507","498","496","499","500","502","492","504","494","494","502","499","497","501","496","500","502","503"
"0595","pop1","496","505","506","509","501","508","506","500","495","503","497","502","500","507","505","505","497","496","500","491","498","505","495","493","500","500","507","493","502","502","493","497","498","498","496","501","496","499","502","502"
"0596","pop1","495","494","502","500","503","506","504","504","501","500","496","496","506","500","498","493","508","505","500","491","495","500","509","494","500","505","500","510","502","502","501","499","501","501","493","504","499","499","502","503"
"0597","pop1","506","504","504","509","509","500","505","501","499","500","496","496","507","507","499","497","506","505","505","491","498","497","497","499","504","499","496","500","501","492","501","500","500","499","500","501","496","499","505","504"
"0598","pop1","494","505","502","499","498","501","506","507","502","503","497","502","506","507","494","505","507","508","494","506","500","507","496","500","505","505","500","509","502","492","493","499","500","501","500","491","499","499","504","502"
"0599","pop1","493","496","506","506","501","508","506","495","503","500","496","495","506","507","502","503","497","506","493","492","501","495","495","509","499","501","496","499","502","502","495","492","501","495","500","503","499","503","504","503"
"0600","pop1","493","504","498","505","509","500","505","505","505","494","500","506","497","498","499","493","498","498","499","495","503","497","495","491","499","499","500","505","503","501","496","494","501","495","500","501","498","498","504","506"
"0601","pop1","494","504","502","506","501","500","504","505","502","505","497","498","506","500","500","505","503","508","498","491","503","497","509","502","500","503","499","499","491","502","496","493","501","499","496","499","498","499","505","503"
"0602","pop1","495","494","506","505","502","507","506","505","495","496","501","506","506","502","498","501","504","497","497","492","495","507","509","504","503","499","499","503","500","501","501","498","500","499","499","495","499","493","505","504"
"0603","pop1","496","506","507","505","509","500","504","500","504","505","505","502","506","498","502","497","508","504","499","502","502","500","496","494","496","501","502","509","503","502","499","492","497","501","501","498","498","497","505","502"
"0604","pop1","495","494","502","506","500","507","497","496","493","505","499","500","506","507","499","500","503","505","500","500","495","497","495","493","503","505","499","509","500","492","496","497","496","504","500","491","499","500","502","502"
"0605","pop1","496","497","504","504","508","510","505","500","505","505","495","494","506","505","503","501","497","505","499","504","496","499","495","495","505","506","500","509","496","502","494","493","497","503","496","499","499","501","504","503"
"0606","pop1","495","506","502","509","509","500","506","504","504","509","497","505","506","507","502","495","505","499","499","505","498","496","509","492","500","502","499","501","500","495","500","495","500","499","500","493","499","500","506","503"
"0607","pop1","495","505","506","507","502","500","506","506","502","501","497","499","504","498","495","496","508","506","497","492","497","499","494","508","504","499","499","499","494","501","500","500","498","501","496","494","499","502","504","500"
"0608","pop1","494","504","508","508","509","502","506","505","503","503","505","502","503","503","498","493","507","497","499","499","496","504","495","510","503","499","500","502","500","502","496","493","502","502","502","492","499","499","505","502"
"0609","pop1","496","497","506","499","502","507","506","500","502","504","497","505","507","505","502","495","498","496","503","494","496","495","509","494","503","501","503","494","500","503","494","501","500","501","501","498","496","501","504","504"
"0610","pop1","494","503","509","505","498","508","504","500","495","496","497","499","507","507","502","497","497","499","505","493","497","504","492","504","503","499","499","500","499","502","500","493","497","493","500","499","497","499","503","503"
"0611","pop1","495","497","504","504","503","507","506","506","496","497","499","500","506","505","504","498","508","504","494","506","501","501","496","495","498","500","500","510","500","498","501","500","500","493","493","491","499","501","505","504"
"0612","pop1","495","496","509","507","501","508","505","509","499","503","499","502","507","502","503","504","507","505","503","495","498","504","495","495","500","500","499","510","501","497","496","498","500","496","500","499","498","498","505","506"
"0613","pop1","493","496","498","503","498","500","506","505","506","494","504","495","507","505","494","497","507","505","503","498","497","507","503","510","503","501","494","508","500","491","493","497","500","497","500","501","497","497","504","502"
"0614","pop1","494","503","499","503","504","508","506","504","504","505","506","502","508","500","503","500","497","505","499","495","501","496","495","494","504","505","510","494","500","503","500","498","501","505","498","495","497","494","502","506"
"0615","pop1","496","494","507","503","500","507","505","508","505","503","500","498","497","504","503","500","503","497","499","498","503","505","495","491","498","504","500","506","500","503","501","495","502","499","500","496","498","499","504","502"
"0616","pop1","493","494","509","505","509","510","506","500","503","500","497","505","507","504","502","501","508","504","503","496","497","500","494","493","498","500","506","498","503","502","500","493","498","501","496","503","498","495","505","503"
"0617","pop1","495","494","506","500","503","497","506","496","502","507","496","494","506","500","503","500","497","505","503","505","502","500","497","495","498","499","499","494","502","502","501","497","497","501","493","496","498","499","505","503"
"0618","pop1","506","502","506","505","502","503","506","505","505","494","505","499","506","500","503","493","497","505","505","498","496","500","494","493","499","497","497","506","491","492","501","495","497","499","501","492","496","496","504","502"
"0619","pop1","496","506","509","499","503","507","504","498","495","502","496","505","501","498","502","493","503","495","503","492","503","497","496","493","500","499","499","502","500","497","500","499","500","502","496","495","496","498","504","503"
"0620","pop1","495","496","502","505","509","500","506","497","494","494","496","496","502","499","503","497","507","508","498","493","501","496","497","493","496","504","497","494","499","501","493","492","500","499","500","502","498","500","504","502"
"0621","pop1","495","506","506","507","501","510","504","500","493","504","505","499","506","501","495","497","503","502","498","492","501","499","495","499","498","505","497","494","499","501","495","497","498","497","501","492","496","500","505","502"
"0622","pop1","494","497","502","499","502","501","506","505","502","505","496","505","506","504","502","503","507","507","499","503","498","496","495","492","504","502","510","508","499","492","500","497","497","496","493","493","498","500","505","505"
"0623","pop1","494","506","502","498","509","502","506","499","496","500","497","498","507","497","505","498","508","505","499","498","503","499","495","507","503","503","510","510","502","502","496","496","500","495","498","499","497","502","505","504"
"0624","pop1","493","505","502","504","502","503","504","504","503","500","496","499","506","508","495","500","508","504","503","504","498","498","495","509","498","500","497","492","500","503","496","499","505","493","492","499","499","495","504","501"
"0625","pop1","495","505","500","505","503","507","506","504","505","501","505","505","506","502","500","501","508","496","500","505","502","497","496","494","498","497","500","506","491","492","494","498","498","503","496","492","499","502","503","501"
"0626","pop1","494","506","502","500","508","507","500","507","493","505","496","506","506","507","497","501","497","505","498","491","496","500","495","494","499","502","499","494","502","497","496","500","502","503","500","493","497","501","503","495"
"0627","pop1","495","494","498","507","509","502","504","500","502","502","500","506","508","504","503","503","508","500","500","499","502","497","495","508","498","500","500","504","492","492","500","497","499","499","500","500","498","504","505","506"
"0628","pop1","496","496","506","500","509","500","506","500","504","509","497","500","508","497","503","493","503","497","496","498","498","496","509","494","503","501","499","494","502","502","496","500","498","499","500","493","504","504","502","502"
"0629","pop1","496","506","504","505","505","507","506","496","505","500","505","495","507","503","502","497","506","505","495","501","497","499","497","495","500","504","500","500","500","504","495","498","501","494","502","502","497","504","504","503"
"0630","pop1","495","506","506","505","500","504","504","501","493","505","497","505","500","501","500","494","508","504","500","492","497","499","495","491","498","504","501","510","499","502","496","501","495","491","493","499","496","497","502","503"
"0631","pop1","504","503","509","507","500","500","504","501","493","496","496","496","500","496","504","494","507","498","492","491","497","504","495","500","496","499","500","504","500","492","493","492","501","495","493","498","498","504","505","506"
"0632","pop1","495","496","498","505","499","500","505","500","493","504","497","499","507","507","504","494","504","496","495","506","501","500","496","494","503","505","501","494","503","502","496","494","497","496","501","499","498","501","502","503"
"0633","pop1","496","496","504","499","498","505","504","505","495","503","504","502","506","508","503","497","497","505","505","498","496","497","509","507","500","504","506","501","500","502","494","494","497","499","502","495","496","493","502","502"
"0634","pop1","495","498","507","505","501","500","506","500","495","505","506","494","504","503","498","498","503","497","495","492","501","499","495","495","500","505","497","501","500","502","496","500","502","505","500","492","503","500","503","501"
"0635","pop1","495","495","502","509","498","500","504","496","495","501","502","502","507","496","503","493","507","505","498","495","495","497","495","508","504","503","501","501","499","501","494","495","498","491","500","498","498","497","502","501"
"0636","pop1","495","498","508","504","509","501","498","507","505","501","496","493","506","505","503","500","504","497","500","494","497","499","495","509","498","499","495","495","503","503","496","496","498","502","500","502","499","499","505","505"
"0637","pop1","494","505","509","498","508","508","504","495","499","494","500","494","507","504","502","503","503","497","491","491","502","495","494","493","500","497","499","509","499","500","500","495","497","504","502","498","498","500","505","504"
"0638","pop1","496","494","506","505","501","500","504","499","503","503","504","506","506","508","505","493","504","504","500","497","498","505","495","492","500","502","500","494","503","503","500","500","502","505","491","498","498","500","502","495"
"0639","pop1","496","494","508","501","503","507","506","504","495","505","496","492","508","507","500","496","506","505","492","492","501","503","493","501","498","499","499","500","503","501","495","492","500","499","500","499","498","504","506","503"
"0640","pop1","497","498","502","504","502","502","498","507","496","503","499","502","506","505","503","500","497","506","505","498","501","495","495","498","500","503","501","494","501","502","491","498","501","503","497","502","500","501","505","501"
"0641","pop1","495","496","506","501","501","500","506","506","502","505","499","500","506","500","502","500","503","505","500","505","496","497","495","493","504","502","504","493","500","492","494","497","499","499","502","495","499","494","505","503"
"0642","pop1","496","505","506","498","502","503","504","500","505","500","504","497","506","508","499","494","508","505","498","498","501","495","495","509","500","499","500","510","500","502","496","501","499","496","502","499","497","503","505","504"
"0643","pop1","496","503","504","505","502","508","506","506","505","505","495","494","506","506","494","497","507","497","494","493","503","496","496","509","498","499","506","503","502","492","500","495","497","501","500","492","498","505","504","502"
"0644","pop1","495","493","502","501","505","508","506","497","503","500","504","500","507","496","499","497","503","508","495","495","498","498","495","494","504","499","510","494","500","502","496","500","497","505","493","499","500","505","505","502"
"0645","pop1","496","506","509","501","509","503","506","509","493","505","496","499","508","501","495","504","506","495","503","493","502","496","497","509","504","499","494","498","496","502","496","496","497","501","498","494","498","499","503","496"
"0646","pop1","494","506","506","504","509","507","506","505","495","501","504","498","506","505","502","503","508","497","495","506","498","495","496","492","503","503","500","504","492","492","500","493","498","500","491","494","496","499","504","501"
"0647","pop1","502","503","504","505","502","503","506","506","505","500","504","504","506","501","500","494","503","507","498","493","500","500","492","494","504","499","500","510","499","499","496","498","501","503","502","501","496","498","502","503"
"0648","pop1","496","496","506","509","509","508","504","504","502","504","499","492","504","499","503","493","505","505","503","492","498","496","509","493","499","502","503","510","500","501","494","501","498","500","500","501","499","504","503","501"
