20,5000,2,2500,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pop1,pop2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ind,Pop,locus1, ,locus2, ,locus3, ,locus4, ,locus5, ,locus6, ,locus7, ,locus8, ,locus9, ,locus10, ,locus11, ,locus12, ,locus13, ,locus14, ,locus15, ,locus16, ,locus17, ,locus18, ,locus19, ,locus20, 
"4601","pop2","495","498","502","508","504","508","504","500","504","503","503","505","506","505","502","498","497","495","496","496","495","497","495","500","500","503","501","503","498","498","496","494","498","499","496","503","497","492","502","503"
"4602","pop2","495","494","502","502","505","499","506","505","496","494","501","501","507","505","503","498","507","505","506","506","503","497","495","494","498","499","502","509","497","493","495","498","499","499","503","503","496","496","504","503"
"4603","pop2","495","505","502","502","502","501","504","499","493","503","498","492","508","507","495","504","507","497","505","492","498","500","495","500","503","505","500","507","499","497","491","497","498","500","493","496","498","492","505","501"
"4604","pop2","492","503","502","507","501","497","504","500","504","505","503","498","501","504","495","496","496","496","493","491","499","499","496","495","498","499","506","501","502","504","499","492","498","499","496","491","499","494","502","503"
"4605","pop2","501","497","509","500","503","506","504","499","506","506","501","495","507","497","503","498","504","505","504","493","496","495","495","509","503","502","502","506","499","503","493","498","500","493","500","496","496","494","505","503"
"4606","pop2","495","496","502","504","501","506","500","499","496","503","503","498","507","497","500","498","507","496","497","497","497","497","495","503","500","506","506","505","499","494","493","491","500","500","493","501","499","501","502","503"
"4607","pop2","494","498","509","499","510","510","505","500","502","503","499","499","501","507","494","498","507","504","497","491","496","497","510","499","499","501","506","503","503","502","494","497","498","498","496","496","494","493","504","503"
"4608","pop2","505","503","508","506","509","506","505","498","503","503","505","502","501","507","503","504","505","495","505","504","501","499","500","499","497","506","501","501","501","497","496","495","501","499","493","496","499","492","503","501"
"4609","pop2","501","496","509","509","504","510","505","500","503","503","502","502","501","507","503","498","495","509","495","502","498","495","492","493","501","501","506","507","497","492","494","493","501","499","498","495","496","495","504","501"
"4610","pop2","498","503","504","504","498","503","506","499","504","505","496","501","508","507","499","494","500","495","505","492","503","499","495","500","500","504","503","503","501","502","493","492","501","496","493","501","496","495","504","504"
"4611","pop2","495","494","502","506","502","510","505","500","504","505","496","503","506","508","503","500","507","506","496","505","496","497","509","502","503","505","501","507","500","502","496","499","498","491","496","496","497","497","504","503"
"4612","pop2","498","502","509","503","506","507","506","499","505","505","499","500","506","501","498","498","506","505","498","493","498","496","496","495","499","501","499","500","496","503","500","493","499","499","491","491","498","497","503","500"
"4613","pop2","495","494","507","497","504","510","506","506","493","503","504","492","507","499","494","496","498","500","499","495","498","497","496","501","503","508","500","505","503","501","493","491","498","497","491","491","500","494","502","501"
"4614","pop2","498","503","508","501","505","510","506","506","502","504","497","499","497","497","498","498","504","496","499","493","502","496","493","500","500","502","506","506","501","504","496","492","499","499","497","503","498","497","500","500"
"4615","pop2","505","504","508","499","505","501","505","500","495","502","501","502","500","501","503","504","508","504","498","494","495","500","510","501","504","499","506","507","499","504","499","498","498","499","496","494","496","498","502","501"
"4616","pop2","501","506","502","503","503","503","504","503","504","503","503","502","506","505","497","496","503","496","495","492","498","497","495","494","503","499","503","503","501","504","499","495","500","503","500","492","497","497","505","503"
"4617","pop2","494","505","508","497","509","507","499","502","503","492","503","499","501","501","499","499","507","504","495","491","497","499","493","500","498","503","502","503","501","501","496","500","498","497","502","491","497","495","504","503"
"4618","pop2","496","496","506","507","508","510","501","508","504","503","496","497","506","506","504","494","507","497","505","505","500","505","494","502","506","506","500","510","492","492","493","497","498","497","497","502","501","494","504","503"
"4619","pop2","494","505","504","507","509","504","506","496","493","494","501","498","506","499","500","494","496","509","498","492","500","505","494","502","499","499","507","507","501","502","496","499","501","496","497","491","497","500","504","503"
"4620","pop2","495","496","509","509","502","504","506","508","505","505","499","499","497","496","502","498","507","497","495","492","502","498","494","500","500","503","503","507","501","492","494","493","498","495","493","501","494","494","505","505"
"4621","pop2","496","503","499","500","504","504","506","499","503","503","503","497","506","499","494","498","497","497","503","502","497","499","495","501","500","503","506","507","501","497","501","499","500","501","495","495","497","499","504","503"
"4622","pop2","501","505","508","509","501","506","497","501","502","496","500","502","506","506","503","493","507","495","494","493","496","497","495","502","503","497","502","506","501","502","494","491","497","501","497","493","499","499","505","500"
"4623","pop2","495","494","509","509","501","510","505","498","495","496","498","506","506","508","502","498","496","509","496","491","496","497","496","510","501","506","502","503","500","503","496","498","498","498","493","496","498","500","503","501"
"4624","pop2","495","495","507","497","509","501","500","498","505","503","500","502","506","501","499","495","507","496","505","497","503","496","500","508","500","500","503","504","501","501","499","498","497","496","496","504","503","500","505","500"
"4625","pop2","495","505","508","505","501","507","505","507","496","503","496","505","500","507","503","504","505","495","492","502","503","499","500","499","503","501","506","505","503","498","496","498","501","493","497","491","499","500","504","503"
"4626","pop2","498","503","504","505","503","497","506","500","504","503","498","502","506","507","499","496","506","505","496","498","497","499","501","501","504","501","502","506","502","492","494","499","498","500","501","495","497","501","503","500"
"4627","pop2","501","501","504","497","501","504","505","500","502","503","498","492","506","502","502","503","495","494","503","495","498","497","496","495","500","506","506","501","503","501","496","498","500","496","491","495","497","497","503","503"
"4628","pop2","501","503","508","506","499","501","500","499","502","503","497","499","506","501","503","498","507","508","504","495","498","497","493","491","498","499","500","506","501","502","496","499","493","504","496","491","498","501","504","501"
"4629","pop2","505","503","507","497","501","504","505","498","505","507","503","501","508","501","499","504","507","501","503","497","503","496","494","508","501","497","502","507","500","501","500","492","498","499","491","494","501","492","506","503"
"4630","pop2","495","495","502","509","500","510","500","507","502","505","505","492","506","506","499","494","495","509","504","501","496","497","500","501","499","499","506","503","501","498","496","491","498","501","496","491","499","495","502","500"
"4631","pop2","494","502","506","509","503","507","505","500","493","496","503","502","506","501","499","505","507","502","505","504","502","497","493","508","500","505","501","504","502","498","494","497","500","503","496","498","499","494","503","500"
"4632","pop2","505","505","504","509","502","497","500","501","496","492","504","503","506","507","503","504","505","495","503","505","503","497","493","500","499","499","500","506","497","498","494","495","498","497","502","491","494","492","503","503"
"4633","pop2","496","497","502","506","501","500","500","507","504","503","505","501","508","497","504","504","505","494","496","504","497","504","500","500","504","499","500","505","503","492","501","493","497","497","493","496","497","503","505","503"
"4634","pop2","495","497","498","499","504","507","505","500","495","503","499","499","505","505","500","504","507","495","498","492","497","497","499","501","503","502","506","506","499","501","501","497","501","496","501","504","500","494","505","502"
"4635","pop2","496","503","502","508","509","509","507","499","506","503","504","501","507","493","499","498","495","502","498","491","496","497","494","503","503","497","500","504","499","501","494","492","502","496","496","491","498","492","503","501"
"4636","pop2","505","505","504","500","508","510","504","497","504","503","496","504","506","506","494","498","504","497","500","503","498","497","495","502","499","499","501","501","502","497","494","499","498","501","496","501","499","501","500","501"
"4637","pop2","496","503","502","507","505","501","498","507","493","503","501","498","506","508","498","498","507","509","503","495","496","499","502","500","503","502","502","503","503","502","496","500","498","502","500","503","499","499","504","503"
"4638","pop2","496","497","502","501","506","504","505","500","506","502","499","498","508","502","499","499","508","502","495","501","498","504","496","500","501","502","502","506","499","501","494","492","496","496","500","500","497","491","504","504"
"4639","pop2","495","497","506","503","509","501","500","500","505","503","499","498","506","507","505","505","507","496","493","507","501","498","495","499","498","503","501","507","503","497","493","495","498","493","496","501","500","492","506","501"
"4640","pop2","505","498","499","507","509","504","506","501","493","504","500","498","505","498","503","504","507","495","496","505","498","496","500","501","500","502","500","500","499","502","496","499","501","499","493","491","500","501","504","506"
"4641","pop2","495","505","504","509","505","504","504","505","493","505","496","501","508","505","497","501","507","505","505","498","496","497","495","502","499","505","500","502","501","492","493","498","498","497","496","502","499","501","503","503"
"4642","pop2","496","494","505","503","509","509","500","497","502","507","497","505","506","509","503","493","506","495","503","503","498","497","495","499","499","506","506","503","499","504","496","496","498","500","498","504","497","497","502","501"
"4643","pop2","494","506","500","501","503","501","505","500","506","505","496","503","506","501","504","494","507","509","498","507","498","497","495","492","499","502","501","494","503","497","502","492","498","500","496","494","497","503","503","501"
"4644","pop2","495","496","508","504","503","500","500","498","502","503","499","498","507","503","503","504","504","495","503","495","496","497","502","500","503","503","503","494","499","501","502","498","498","500","497","502","499","500","504","506"
"4645","pop2","492","502","502","504","509","502","500","499","505","503","499","499","506","507","499","504","498","497","499","505","498","498","502","493","503","499","506","505","503","503","501","500","498","497","496","491","496","502","500","501"
"4646","pop2","496","497","508","508","505","501","506","505","495","505","496","497","500","498","503","494","495","509","498","497","497","505","495","502","500","497","502","498","501","501","496","498","500","499","496","498","499","501","503","500"
"4647","pop2","501","505","502","507","501","508","504","500","496","507","503","499","506","493","504","504","504","496","504","493","503","496","495","493","501","497","501","503","501","501","499","497","498","497","497","491","503","501","503","503"
"4648","pop2","505","505","502","509","503","500","498","497","502","493","504","495","501","507","503","493","507","508","504","491","497","497","494","510","499","502","499","500","501","502","496","493","497","501","496","502","501","494","506","501"
"4649","pop2","505","502","502","506","501","506","506","500","501","507","499","492","506","506","499","504","504","509","496","492","502","499","494","502","500","502","503","505","494","504","494","501","497","497","496","502","500","495","506","503"
"4650","pop2","495","494","504","509","509","497","500","499","507","507","503","492","508","505","498","501","508","508","505","494","496","500","495","500","504","501","506","503","501","497","496","493","498","503","496","503","499","500","504","504"
"4651","pop2","501","501","504","499","509","506","504","500","506","493","504","505","507","504","499","498","497","497","499","496","503","496","500","508","501","497","501","507","503","497","494","493","501","499","500","501","500","492","505","503"
"4652","pop2","495","505","502","504","509","504","505","498","503","503","496","498","506","497","498","496","506","495","496","495","498","497","502","501","500","501","506","493","503","502","501","499","497","501","496","491","500","501","502","503"
"4653","pop2","501","496","504","505","508","510","506","508","502","503","499","501","501","505","503","498","503","507","498","502","498","498","493","493","503","499","501","503","501","497","496","500","498","497","496","496","496","494","505","506"
"4654","pop2","495","495","504","509","509","502","500","501","496","494","501","492","505","503","493","493","504","509","499","493","496","497","494","500","501","501","501","505","503","501","500","498","501","499","497","498","498","497","505","502"
"4655","pop2","495","497","504","500","502","506","499","499","495","502","497","500","506","508","499","499","508","495","504","495","497","497","509","499","501","497","502","506","499","501","493","499","502","496","497","491","496","500","504","503"
"4656","pop2","494","502","508","504","509","501","500","500","503","494","503","499","505","499","503","499","497","495","496","493","498","498","500","500","502","497","500","505","502","492","501","498","498","499","493","504","496","498","503","501"
"4657","pop2","496","505","504","505","506","510","504","500","504","505","503","501","508","507","499","504","508","495","497","492","498","498","495","509","498","506","506","507","501","497","496","494","500","497","496","498","498","503","504","501"
"4658","pop2","495","505","508","500","501","504","504","499","495","506","499","502","506","502","499","504","505","496","497","502","498","496","494","500","498","506","500","502","500","498","496","499","498","500","496","491","500","500","504","504"
"4659","pop2","495","506","509","499","503","503","500","503","505","503","503","501","501","507","502","500","504","506","505","504","496","500","509","493","505","505","502","506","494","498","493","498","501","499","496","501","501","494","505","506"
"4660","pop2","501","498","508","504","509","504","504","508","506","504","497","499","506","498","503","497","508","495","503","504","498","498","491","499","499","501","506","503","503","504","496","499","498","499","503","505","496","500","502","501"
"4661","pop2","495","506","508","501","504","507","505","498","505","503","504","497","497","505","494","494","507","504","505","498","496","499","493","501","499","497","506","503","503","501","502","495","501","501","501","495","499","500","503","503"
"4662","pop2","495","505","502","502","498","507","500","500","502","492","504","500","506","505","500","498","495","496","504","502","498","499","496","502","498","500","501","503","500","494","496","499","498","500","496","498","497","499","504","502"
"4663","pop2","496","505","505","503","505","501","506","500","502","505","500","502","501","507","504","498","505","496","505","498","498","496","509","493","500","503","500","506","497","497","496","492","498","496","496","495","498","495","504","503"
"4664","pop2","495","496","508","507","498","509","500","507","506","502","503","502","500","496","500","498","504","505","493","495","496","497","509","500","503","505","503","503","500","501","494","497","498","497","493","492","496","501","502","503"
"4665","pop2","495","494","504","505","502","504","506","504","504","503","502","494","501","505","503","501","505","495","505","497","498","498","493","501","499","497","506","506","503","492","494","494","498","496","502","491","496","496","500","500"
"4666","pop2","495","498","509","509","501","500","499","499","506","505","503","499","506","506","502","498","503","504","491","502","503","496","495","501","498","505","503","507","499","504","496","494","499","495","502","504","503","492","502","500"
"4667","pop2","495","494","509","507","501","501","497","507","502","503","503","497","506","505","494","506","504","496","506","506","502","497","492","493","498","499","506","503","503","503","496","492","500","497","500","502","503","501","506","503"
"4668","pop2","497","503","506","500","503","510","500","499","495","505","498","502","507","507","495","497","497","495","504","495","498","498","500","498","498","505","500","502","499","492","498","498","497","496","496","501","501","495","506","503"
"4669","pop2","497","498","502","497","504","508","506","506","506","507","504","501","506","508","503","503","507","500","503","493","496","497","495","495","504","503","500","502","503","501","493","498","500","499","501","498","497","501","504","504"
"4670","pop2","501","505","502","501","503","506","500","501","504","505","498","495","506","498","494","497","507","505","498","504","498","496","493","510","500","504","502","503","501","492","496","495","499","499","503","494","501","495","505","503"
"4671","pop2","501","501","506","499","509","501","506","503","506","502","504","497","506","501","499","505","505","505","504","494","496","496","496","510","501","506","506","494","497","497","496","493","498","498","502","491","499","500","504","503"
"4672","pop2","501","498","504","500","501","501","501","508","505","501","503","502","501","507","504","498","504","502","505","495","496","497","499","501","499","502","500","502","499","495","496","494","497","499","496","502","497","495","504","500"
"4673","pop2","496","497","508","501","505","500","506","505","504","496","503","503","506","508","505","492","508","495","504","504","498","497","495","494","499","497","502","502","503","501","500","492","498","497","496","501","499","501","503","503"
"4674","pop2","495","495","502","505","498","500","500","507","506","502","501","502","504","503","503","498","507","507","503","493","498","496","510","501","498","501","502","503","491","497","496","500","498","500","491","501","498","500","503","500"
"4675","pop2","493","494","504","507","500","504","504","498","506","500","505","499","506","507","498","493","508","495","505","504","498","498","510","500","498","499","506","501","497","497","502","498","501","501","496","496","499","499","504","503"
"4676","pop2","495","502","508","500","507","510","504","505","496","500","501","502","508","501","498","498","510","501","498","504","498","499","496","497","500","501","500","500","503","501","495","495","499","499","493","502","495","492","502","503"
"4677","pop2","495","494","504","505","503","501","500","508","505","503","505","499","506","497","504","498","508","497","498","506","496","497","497","495","504","501","501","503","503","497","501","493","498","503","496","491","496","492","502","503"
"4678","pop2","495","505","509","509","509","508","500","503","506","507","492","492","508","505","494","505","504","501","493","497","496","500","494","493","502","497","506","506","503","492","496","499","498","500","498","503","496","501","500","501"
"4679","pop2","496","497","499","507","503","506","500","507","506","502","503","495","506","508","502","498","497","502","492","507","497","497","493","508","502","506","502","506","497","498","500","499","500","500","500","496","497","497","504","503"
"4680","pop2","496","497","502","505","508","507","505","500","496","494","501","502","507","505","494","493","499","502","498","493","498","498","496","502","503","505","506","501","497","497","496","494","497","497","502","501","497","500","505","504"
"4681","pop2","495","496","504","509","510","497","500","508","504","503","499","492","506","506","502","505","504","502","503","505","498","496","497","507","498","504","500","507","503","501","493","492","498","497","491","501","496","499","503","500"
"4682","pop2","501","497","504","509","503","504","498","507","502","493","505","502","505","498","504","504","504","499","505","501","502","497","493","500","502","505","500","506","494","497","500","498","500","503","495","505","498","492","504","503"
"4683","pop2","501","505","502","510","501","500","498","503","495","502","497","497","508","501","495","493","508","495","504","502","497","499","492","493","496","501","503","503","497","497","493","493","500","497","502","495","492","492","504","502"
"4684","pop2","495","496","509","509","506","510","497","503","503","503","496","498","506","493","504","494","497","497","505","497","498","496","502","493","503","501","507","507","503","502","496","493","498","498","496","491","499","492","505","503"
"4685","pop2","495","501","499","503","509","501","504","499","504","503","499","498","507","507","503","494","506","509","498","494","497","499","493","510","496","499","500","507","497","497","500","497","499","499","493","494","496","501","504","502"
"4686","pop2","501","494","498","505","506","510","496","507","493","504","496","500","506","501","498","498","495","502","503","497","496","495","493","493","498","499","502","507","501","504","493","491","498","497","496","504","497","494","503","503"
"4687","pop2","501","498","508","503","509","497","500","503","493","496","502","502","506","498","502","498","504","495","500","498","498","498","492","502","501","502","503","507","497","492","496","501","501","501","491","491","500","502","505","504"
"4688","pop2","505","497","508","504","501","506","497","499","502","493","497","505","506","507","500","504","495","494","498","504","496","500","493","510","498","499","500","501","500","502","499","495","497","496","496","495","497","503","503","503"
"4689","pop2","501","506","502","497","509","510","500","507","505","505","504","499","506","505","497","493","495","496","496","493","496","496","493","500","499","505","500","503","503","497","496","498","497","499","496","494","496","498","504","502"
"4690","pop2","496","494","502","502","500","510","504","499","503","503","498","502","506","507","495","504","508","497","505","505","498","499","495","493","505","506","506","503","499","498","493","498","499","499","496","498","497","494","500","501"
"4691","pop2","501","497","502","501","502","510","506","503","505","501","501","502","506","504","498","493","505","502","493","497","498","499","501","508","504","499","506","504","503","497","500","493","500","501","496","503","496","501","503","501"
"4692","pop2","496","503","508","509","505","510","498","507","506","506","504","499","506","507","500","494","495","496","496","495","502","497","495","500","499","505","503","503","500","502","496","499","501","496","496","504","496","492","503","503"
"4693","pop2","498","503","506","503","509","509","506","498","503","497","500","498","506","500","498","506","508","494","495","492","495","497","495","509","500","501","504","507","501","501","499","497","501","503","496","501","494","492","504","501"
"4694","pop2","496","503","509","503","506","497","497","499","495","497","497","502","508","497","498","498","508","495","495","495","498","500","495","493","504","502","501","504","494","497","494","497","498","500","496","502","497","501","502","506"
"4695","pop2","495","494","499","505","501","508","506","505","505","503","501","498","506","505","500","498","497","506","504","491","498","497","493","499","498","505","502","506","500","503","491","492","496","496","497","501","501","492","500","501"
"4696","pop2","496","504","504","500","509","506","498","507","493","503","505","501","497","493","503","498","508","496","504","492","496","499","495","493","499","499","502","507","494","497","499","495","498","496","491","491","503","492","503","501"
"4697","pop2","505","497","508","506","504","510","506","507","502","493","504","503","508","499","503","504","507","504","495","491","496","497","493","491","499","501","502","505","497","497","493","498","497","497","496","496","497","495","502","503"
"4698","pop2","493","501","504","501","509","507","500","498","502","494","501","498","505","503","503","503","496","509","503","498","498","497","493","493","499","501","506","501","503","491","496","498","501","502","496","495","501","492","503","501"
"4699","pop2","493","505","502","504","501","501","504","504","504","505","500","501","506","497","504","498","505","499","503","505","496","497","502","499","499","499","506","503","504","498","494","497","497","499","496","502","494","492","502","503"
"4700","pop2","495","496","502","502","508","510","504","508","493","503","495","502","500","501","502","503","496","509","498","492","498","499","502","502","498","505","502","501","496","501","496","498","498","499","496","495","500","491","504","503"
"4701","pop2","497","502","509","501","501","506","507","507","495","506","501","501","507","504","494","498","497","505","503","497","503","498","496","502","501","497","503","507","497","497","496","500","500","497","501","498","500","500","505","503"
"4702","pop2","495","496","504","500","506","506","504","499","506","493","496","499","507","505","498","498","500","496","505","493","496","497","496","493","503","499","502","494","501","497","493","498","498","500","491","495","501","494","503","503"
"4703","pop2","495","502","508","499","509","501","499","508","505","494","496","504","508","503","496","501","496","494","504","491","503","498","493","500","501","501","500","501","499","500","496","498","498","500","500","503","498","497","504","504"
"4704","pop2","493","501","506","509","502","505","498","508","505","505","503","499","507","505","503","498","504","504","500","497","496","496","500","508","503","505","499","506","500","492","494","500","498","493","501","492","496","498","505","506"
"4705","pop2","495","505","508","510","506","497","500","501","493","503","505","502","506","507","505","498","508","502","496","491","500","499","494","500","504","497","500","502","501","502","496","492","499","496","496","501","499","493","500","501"
"4706","pop2","495","496","509","505","500","507","507","508","504","503","503","503","505","493","504","498","508","505","496","505","496","499","495","493","500","506","502","509","503","503","499","497","498","496","502","491","496","497","500","501"
"4707","pop2","496","502","502","505","510","497","497","507","504","501","497","494","506","505","499","505","495","501","494","497","497","497","496","500","499","505","500","507","499","501","501","498","498","497","500","496","500","500","504","501"
"4708","pop2","494","503","502","504","502","501","500","497","495","502","496","499","506","505","504","498","497","505","499","496","496","499","495","507","499","502","500","506","499","499","496","494","498","497","502","495","498","492","504","506"
"4709","pop2","495","505","506","506","506","508","505","499","493","503","500","501","506","504","502","498","505","505","504","497","498","496","493","500","499","506","501","503","497","492","494","501","499","499","496","491","497","493","504","503"
"4710","pop2","495","494","502","505","501","506","503","501","495","502","500","502","501","505","504","498","505","495","505","498","503","497","509","493","500","499","500","501","497","493","495","498","501","499","500","503","501","501","505","504"
"4711","pop2","496","502","502","504","501","506","500","500","503","503","500","502","506","506","503","497","497","495","505","493","497","497","496","493","503","501","506","507","503","503","497","498","497","496","501","498","500","501","505","502"
"4712","pop2","496","505","502","499","503","501","498","508","502","504","498","495","507","505","499","498","498","505","505","491","498","499","510","500","498","501","506","506","497","504","499","495","497","499","493","495","500","492","506","503"
"4713","pop2","498","502","505","503","509","506","506","499","501","496","498","502","506","501","502","500","505","505","498","492","498","495","496","500","499","499","500","503","501","491","500","499","501","496","496","501","497","499","505","501"
"4714","pop2","501","494","509","509","509","510","504","500","506","506","503","503","508","508","498","493","508","496","500","503","497","499","509","493","498","500","501","503","501","501","494","498","498","499","499","504","499","501","504","503"
"4715","pop2","503","503","507","501","503","508","499","502","495","492","503","501","507","497","496","501","507","506","496","505","502","502","495","495","498","500","503","504","501","497","501","493","497","496","491","503","503","495","503","501"
"4716","pop2","498","503","509","507","505","504","500","500","502","509","501","498","506","508","494","497","498","506","503","498","498","497","500","501","499","505","500","505","501","502","500","497","500","501","500","491","497","500","503","501"
"4717","pop2","497","504","504","505","503","501","504","499","507","497","498","502","501","502","498","506","508","502","499","495","502","498","501","501","498","498","502","503","494","497","499","492","498","497","496","491","500","495","500","501"
"4718","pop2","495","506","504","500","509","507","506","500","507","503","499","495","506","506","503","494","497","502","505","495","496","499","495","502","505","508","501","503","503","497","496","499","498","497","501","498","499","500","505","503"
"4719","pop2","495","496","502","504","509","504","500","500","506","506","502","502","506","507","494","496","498","505","498","506","498","497","493","501","498","499","503","505","503","497","494","497","501","493","497","501","501","494","503","503"
"4720","pop2","496","494","508","505","506","507","504","508","495","505","497","499","498","498","498","493","509","502","505","506","498","499","494","493","498","500","506","503","501","504","496","493","500","501","496","503","499","494","503","499"
"4721","pop2","502","503","503","501","501","504","499","502","506","501","501","502","506","505","503","504","508","497","503","497","498","497","493","493","499","505","499","503","497","504","500","498","500","500","496","501","499","495","504","501"
"4722","pop2","495","504","509","509","501","504","500","499","502","504","496","495","507","505","494","498","508","494","496","492","498","499","500","500","499","506","502","503","499","502","493","502","497","496","500","496","503","501","504","503"
"4723","pop2","498","504","502","507","498","510","497","507","495","505","496","497","506","508","503","498","508","498","497","495","497","500","507","500","501","501","502","503","497","504","496","495","497","495","496","491","496","501","505","503"
"4724","pop2","496","497","499","503","509","506","500","508","506","504","500","500","501","505","504","493","497","495","495","495","496","496","500","501","502","505","502","505","502","504","496","498","500","499","497","495","498","501","504","503"
"4725","pop2","501","503","502","502","502","504","500","497","493","504","500","498","505","498","504","505","507","508","491","501","497","497","494","499","498","499","506","505","501","501","496","499","502","492","502","502","501","492","505","495"
"4726","pop2","494","505","499","510","509","502","499","508","493","494","504","499","506","498","495","505","503","505","505","497","498","497","495","495","500","500","500","506","503","501","493","495","499","496","491","491","498","497","503","501"
"4727","pop2","501","496","506","504","503","504","504","507","501","503","501","498","506","507","502","505","508","498","498","492","498","499","494","493","500","499","500","503","502","497","494","493","498","502","501","495","503","501","504","501"
"4728","pop2","493","497","502","499","505","508","500","499","493","503","497","501","506","506","499","504","507","504","505","495","503","498","510","508","498","503","502","505","500","503","494","499","498","496","496","504","497","492","505","506"
"4729","pop2","501","494","502","504","509","506","498","501","502","507","503","501","506","506","503","498","504","509","504","495","498","496","507","499","503","502","500","506","503","501","500","502","500","500","500","495","501","493","503","501"
"4730","pop2","497","506","508","499","500","510","506","499","496","503","504","502","506","507","495","494","504","495","504","506","498","498","500","500","499","501","502","507","502","492","495","492","498","497","500","503","499","494","502","503"
"4731","pop2","495","497","509","509","509","509","506","503","504","503","503","493","506","497","499","497","505","495","498","495","497","499","493","500","502","497","500","506","500","502","494","499","500","502","496","503","497","493","504","503"
"4732","pop2","495","505","502","508","509","509","505","499","502","505","499","502","506","496","503","499","509","502","503","497","498","496","502","500","499","501","506","506","503","501","496","497","498","498","502","491","496","499","505","502"
"4733","pop2","493","502","502","504","509","509","504","499","505","503","496","499","501","507","494","498","504","497","504","504","501","498","499","501","502","506","500","503","501","492","499","498","500","501","496","496","497","494","504","503"
"4734","pop2","494","498","508","507","509","501","501","508","505","503","505","499","506","508","498","506","507","508","504","491","502","497","510","510","498","503","502","503","501","492","493","499","497","496","491","492","500","500","503","503"
"4735","pop2","493","501","509","507","501","504","506","506","505","496","503","497","506","508","503","504","504","504","503","497","498","497","493","510","500","497","500","506","501","504","500","495","498","499","491","501","497","501","506","503"
"4736","pop2","495","495","504","509","504","508","506","501","505","496","499","499","508","493","494","498","508","499","505","491","496","499","500","500","504","506","502","506","503","501","497","498","496","493","503","505","495","492","504","501"
"4737","pop2","494","498","502","503","502","497","500","501","503","503","496","501","508","505","502","496","497","502","505","495","496","497","496","501","499","501","503","508","502","495","496","497","496","503","493","503","494","495","505","503"
"4738","pop2","496","505","509","509","503","504","506","508","503","503","492","502","506","507","505","498","503","504","503","494","497","497","496","492","499","499","500","503","501","497","496","498","500","499","500","491","499","495","503","503"
"4739","pop2","505","498","501","497","505","504","505","500","493","505","498","493","507","507","499","498","504","505","496","497","498","497","493","493","504","499","506","506","491","497","494","499","498","497","496","491","499","501","505","501"
"4740","pop2","495","495","509","499","506","507","500","500","506","504","497","498","506","508","499","504","503","501","497","495","496","497","493","500","498","502","506","503","497","492","500","497","498","496","500","491","498","501","505","501"
"4741","pop2","503","503","508","497","499","500","504","507","496","503","499","501","506","506","499","498","504","494","504","506","497","500","494","494","504","502","499","506","501","495","494","493","498","496","496","492","501","501","506","503"
"4742","pop2","497","504","502","503","505","505","506","500","502","505","499","498","501","507","499","495","504","495","503","491","496","499","492","500","502","505","500","503","502","504","496","498","497","499","493","502","501","492","506","503"
"4743","pop2","496","505","508","504","498","502","500","503","495","501","497","506","500","497","503","498","504","495","499","504","502","500","495","494","503","501","500","506","501","497","493","498","502","496","501","498","492","491","503","501"
"4744","pop2","497","506","502","505","504","508","503","507","505","503","503","502","506","508","502","504","503","508","491","506","501","498","500","508","499","497","506","504","503","501","494","495","497","499","502","495","497","500","504","501"
"4745","pop2","495","501","502","502","509","506","504","499","493","494","503","493","506","499","499","504","497","494","500","507","503","498","499","508","503","502","502","494","494","492","496","496","501","499","492","494","496","500","502","501"
"4746","pop2","501","494","502","509","501","500","506","501","505","503","501","498","508","507","502","505","506","496","505","498","498","499","493","503","499","502","502","503","499","497","500","493","501","496","496","491","496","500","502","506"
"4747","pop2","494","506","507","500","499","506","506","506","495","503","498","495","506","506","494","498","503","500","505","498","497","497","496","495","502","506","500","507","500","502","496","496","500","497","496","496","501","492","503","503"
"4748","pop2","505","497","509","500","505","501","506","506","503","503","497","497","507","507","498","493","500","510","505","494","497","500","507","500","499","497","501","507","501","491","496","497","501","499","497","496","498","501","502","503"
"4749","pop2","505","502","502","497","501","501","505","503","503","503","497","501","506","498","499","493","507","495","494","493","498","497","495","494","497","506","497","503","501","502","501","498","497","499","497","495","496","501","503","501"
"4750","pop2","495","496","508","499","503","508","503","499","493","501","501","492","506","507","504","501","506","494","494","497","498","496","500","508","498","503","500","504","503","504","496","498","498","497","496","495","498","494","503","503"
"4751","pop2","497","506","509","499","509","502","506","508","504","503","496","501","506","501","503","499","498","495","504","495","503","499","500","508","503","497","500","501","500","497","496","502","498","493","500","503","492","492","503","503"
"4752","pop2","493","494","508","504","506","510","501","501","506","505","499","499","507","497","504","498","497","505","498","506","496","505","494","500","499","502","506","506","503","497","495","495","498","497","497","491","496","497","504","501"
"4753","pop2","505","505","502","509","501","507","505","505","506","504","500","492","505","493","502","504","497","505","495","491","496","500","493","501","501","502","506","503","503","504","494","491","500","503","500","496","503","493","503","501"
"4754","pop2","494","503","506","509","509","508","507","499","502","505","504","497","506","507","504","494","508","502","503","493","501","500","493","510","500","503","500","506","501","501","496","492","497","492","500","503","499","500","503","501"
